pr_number,title,url,outcome,merged,commit_count,changed_files,additions,deletions,changed_lines,title_length,body_length,comments,review_comments,commit_message_total_length,commit_message_avg_length,commit_message_max_length,commit_message_keyword_count,commit_messages
16259,Use leap-frog for sparse two-phase windows in DenseConjunctionBulkScorer,https://github.com/apache/lucene/pull/16259,MERGED,1,1,1,117,2,119,72,2114,0,0,1044,1044.0,1044,0,"Use leap-frog for sparse two-phase windows in DenseConjunctionBulkScorer  GITHUB#16177 routed every two-phase window through the unified bit-set path. That regressed sparse conjunctions whose surviving docs must be confirmed by an expensive two-phase clause (e.g. a phrase under a selective filter, such as the CountFilteredPhrase nightly task): the per-window bit-set materialization (intoBitSet, applyMask, cardinality, BitSetDocIdStream) is not amortized when only a few docs survive, so it loses to plain leap-frog.  Dispatch such windows to a restored scoreWindowUsingLeapFrog. A window uses leap-frog when its lead is sparse (leadCost <= maxDoc/4) and some two-phase clause is skippable (approximation().cost() < maxDoc). A skip-indexed doc-values range reports cost == NO_MORE_DOCS (>= maxDoc): it cannot be skipped, so it stays on the bit-set path and keeps the SIMD intoBitSet win from GITHUB#16177. Plain approximations are now also sorted before two-phase ones so matches() only runs on docs that already satisfy every approximation."
16258,Extract per-doc assertion helpers in QueryUtils,https://github.com/apache/lucene/pull/16258,MERGED,1,3,2,117,93,210,47,394,0,0,279,93.0,262,0,"Extract per-doc assertion helpers in QueryUtils  Move the 70-line assertion+diagnostic block from checkSkipTo's collect() into assertDocAndScore(), and the advance-check for-loop body from checkFirstSkipTo's collect() into assertAdvanceTo(). No behaviour change. || changes || changes id"
16257,Support JDK 26 in Panama Vectorization Provider,https://github.com/apache/lucene/pull/16257,MERGED,1,2,3,4,2,6,47,573,0,0,81,40.5,47,0,support JDK 26 in Panama Vectorization Provider || Merge branch 'main' into jdk26_vec
16256,"Fix RoaringDocIdSet#add(min, max) corruption at exactly 4096 block cardinality",https://github.com/apache/lucene/pull/16256,MERGED,1,2,3,19,2,21,78,175,1,0,101,50.5,74,1,Fix RoaringDocIdSet range-add corruption at exactly 4096 block cardinality || add changes on GITHUB#16081
16255,build: replace nocommit/TOOD checks with typos-cli,https://github.com/apache/lucene/pull/16255,MERGED,1,2,282,746,682,1428,50,868,0,0,936,468.0,902,1,"build: replace nocommit/TOOD checks with typos-cli  Integrate typos (https://github.com/crate-ci/typos/) to detect common typos and to ban a few (nocommit and TOOD) in a better way.  The checker is already has a very low false-positive rate, but this repository is challenging: stemmers, suggesters, spellcheckers, normalizers, regex, wildcard, fuzzies, etc.  To prevent it from being annoying, tone it down a bit.  Only opt-in to checking file types we care about such as java, groovy, markdown, html, etc.  Only check words of at least length 5 (except TOOD).  Disable checking within string literals. Most typos fixed here were not in string literals anyway, so it doesn't buy us that much, except hassle.  Avoid checking personal names and usernames in CHANGES.txt whilst still checking the changelog messages.  Allow inline disable comments if needed (used once here where the typo is on purpose). || Merge branch 'main' into typos-cli"
16254,Enable the vectorized findNextGEQ path on aarch64,https://github.com/apache/lucene/pull/16254,MERGED,1,1,2,9,3,12,49,18380,2,0,819,819.0,819,0,"Enable the vectorized findNextGEQ path on aarch64  The ENABLE_FIND_NEXT_GEQ_VECTOR_OPTO gate requires INT_SPECIES.length() >= 8, a threshold tuned on x86 in GITHUB#13958. On aarch64 cores with fewer than 8 int lanes the vectorized findNextGEQ falls back to a scalar linear scan. That includes Graviton2 (NEON-128, 4 lanes) and Graviton4 (Neoverse-V2 implements SVE2 at 128-bit, 4 lanes). Measured on real silicon (AdvanceBenchmark, default flags): the existing vector path is +75% on Graviton4 and +35% on Graviton2 vs the scalar fallback, so additionally enable it on aarch64. x86 is unaffected: the added condition is always false there (256/512-bit already satisfy >= 8). The method body is unchanged; only the enable condition changes. Uses the same aarch64-explicit idiom as VectorUtil.XOR_BIT_COUNT_STRIDE_AS_INT."
16253,Fix backward advanceExact in DocValuesRangeIterator#intoBitSet MAYBE …,https://github.com/apache/lucene/pull/16253,MERGED,1,6,5,135,63,198,70,504,0,2,149,24.833333333333332,75,2,Fix backward advanceExact in DocValuesRangeIterator#intoBitSet MAYBE blocks || tidy || add changes entry || merge changes entry to #16166 || Fix ECJ javadoc lint || tidy
16252,Fix NPE in RoaringDocIdSet.Iterator#intoBitSet,https://github.com/apache/lucene/pull/16252,MERGED,1,3,3,25,0,25,46,902,1,7,221,73.66666666666667,128,1,Fix NPE in RoaringDocIdSet.Iterator#intoBitSet || Update lucene/core/src/java/org/apache/lucene/util/RoaringDocIdSet.java  Co-authored-by: Prithvi S <prithvisivasankar@gmail.com> || Move CHANGES entry for #16250 to Lucene 10.5.0.
16247,Introduce CachingCollectorManager to parallelize search when using CachingCollector,https://github.com/apache/lucene/pull/16247,MERGED,1,16,9,379,64,443,83,390,1,39,1134,70.875,133,9,Introduce CachingCollectorManager to parallelize search when using CachingCollector  Signed-off-by: Binlong Gao <gbinlong@amazon.com> || Modify change log  Signed-off-by: Binlong Gao <gbinlong@amazon.com> || Optimize code and fix bug  Signed-off-by: Binlong Gao <gbinlong@amazon.com> || Fix test issue || Merge remote-tracking branch 'upstream/main' into cachingCollectorManager || Merge remote-tracking branch 'upstream/main' into cachingCollectorManager || Add more tests and fix some issue  Signed-off-by: Binlong Gao <gbinlong@amazon.com> || Merge remote-tracking branch 'upstream/main' into cachingCollectorManager || Add more tests and fix some issues  Signed-off-by: Binlong Gao <gbinlong@amazon.com> || Revert unnecessary change  Signed-off-by: Binlong Gao <gbinlong@amazon.com> || Optimize code and add tests  Signed-off-by: Binlong Gao <gbinlong@amazon.com> || merge main || Return real values of matchGroups and matchGroupHeads  Signed-off-by: Binlong Gao <gbinlong@amazon.com> || Merge remote-tracking branch 'upstream/main' into cachingCollectorManager || Merge remote-tracking branch 'upstream/main' into cachingCollectorManager || Merge branch 'main' into cachingCollectorManager
16244,Improve allEqual suffix length detection in Lucene103BlockTreeTermsWriter.,https://github.com/apache/lucene/pull/16244,CLOSED,0,2,3,80,12,92,74,0,1,0,92,46.0,74,1,Improve all-equal suffix length detection in Lucene103BlockTreeTermsWriter || Add changes entry.
16243,StableTfl Similarity,https://github.com/apache/lucene/pull/16243,MERGED,1,13,3,711,1,712,20,1763,3,2,195,15.0,34,3,stableTfl || optimization and unit tests || support k3 and bulkScorer || add comment || style fix || CHANGES.txt || fixes || use 0f || Merge branch 'main' into stableTfl || update k3 check || add to 10.6.0 || clean up artifact file || clean up
16242,Add Hangul composition char filter to analysis-nori,https://github.com/apache/lucene/pull/16242,MERGED,1,1,6,438,0,438,51,1362,0,0,34,34.0,34,0,Add Hangul composition char filter
16240,Limit term dictionary traversal in multi-term queries,https://github.com/apache/lucene/pull/16240,CLOSED,0,1,5,133,64,197,53,412,6,2,455,455.0,455,2,"Limit term dictionary traversal in multi-term queries  This change builds on the previous commit (#16222) by adding a ""visit budget"" on FilteredTermsEnum. We can use that to build a ScorerSupplier with more accurate cost if it can be done cheaply (e.g. prefix / regex queries with a prefix). If the terms enum is expensive (e.g. leading wildcard query), then the budget is exhausted and we give up.  Co-authored-by: Claude Opus 4.6 <noreply@anthropic.com>"
16238,Fix match cost for skip-indexed sorted numeric range iterators,https://github.com/apache/lucene/pull/16238,CLOSED,0,2,2,3,1,4,62,146,0,0,79,39.5,62,1,Fix match cost for skip-indexed sorted numeric range iterators || add changes entry
16237,Rename suffix to suffixLength in Lucene103BlockTreeTermsWriter.,https://github.com/apache/lucene/pull/16237,MERGED,1,1,1,24,23,47,63,196,0,0,63,63.0,63,2,Rename suffix to suffixLength in Lucene103BlockTreeTermsWriter.
16236,ci: bump astral-sh/setup-uv from 8.1.0 to 8.2.0,https://github.com/apache/lucene/pull/16236,MERGED,1,1,2,2,2,4,47,9054,0,0,574,574.0,574,0,ci: bump astral-sh/setup-uv from 8.1.0 to 8.2.0  Bumps [astral-sh/setup-uv](https://github.com/astral-sh/setup-uv) from 8.1.0 to 8.2.0. - [Release notes](https://github.com/astral-sh/setup-uv/releases) - [Commits](https://github.com/astral-sh/setup-uv/compare/08807647e7069bb48b6ef5acd8ec9567f424441b...fac544c07dec837d0ccb6301d7b5580bf5edae39)  --- updated-dependencies: - dependency-name: astral-sh/setup-uv   dependency-version: 8.2.0   dependency-type: direct:production   update-type: version-update:semver-minor ...  Signed-off-by: dependabot[bot] <support@github.com>
16235,ci: bump actions/checkout from 6.0.2 to 6.0.3,https://github.com/apache/lucene/pull/16235,MERGED,1,1,15,20,20,40,45,10218,0,0,636,636.0,636,0,ci: bump actions/checkout from 6.0.2 to 6.0.3  Bumps [actions/checkout](https://github.com/actions/checkout) from 6.0.2 to 6.0.3. - [Release notes](https://github.com/actions/checkout/releases) - [Changelog](https://github.com/actions/checkout/blob/main/CHANGELOG.md) - [Commits](https://github.com/actions/checkout/compare/de0fac2e4500dabe0009e67214ff5f5447ce83dd...df4cb1c069e1874edd31b4311f1884172cec0e10)  --- updated-dependencies: - dependency-name: actions/checkout   dependency-version: 6.0.3   dependency-type: direct:production   update-type: version-update:semver-patch ...  Signed-off-by: dependabot[bot] <support@github.com>
16234,ci: bump github/codeql-action from 4.36.0 to 4.36.1,https://github.com/apache/lucene/pull/16234,MERGED,1,1,2,3,3,6,51,11167,0,0,669,669.0,669,0,ci: bump github/codeql-action from 4.36.0 to 4.36.1  Bumps [github/codeql-action](https://github.com/github/codeql-action) from 4.36.0 to 4.36.1. - [Release notes](https://github.com/github/codeql-action/releases) - [Changelog](https://github.com/github/codeql-action/blob/main/CHANGELOG.md) - [Commits](https://github.com/github/codeql-action/compare/7211b7c8077ea37d8641b6271f6a365a22a5fbfa...87557b9c84dde89fdd9b10e88954ac2f4248e463)  --- updated-dependencies: - dependency-name: github/codeql-action   dependency-version: 4.36.1   dependency-type: direct:production   update-type: version-update:semver-patch ...  Signed-off-by: dependabot[bot] <support@github.com>
16233,build(deps): bump rumdl from 0.2.4 to 0.2.5 in /dev-tools,https://github.com/apache/lucene/pull/16233,MERGED,1,1,2,11,11,22,57,17329,0,0,539,539.0,539,0,build(deps): bump rumdl from 0.2.4 to 0.2.5 in /dev-tools  Bumps [rumdl](https://github.com/rvben/rumdl) from 0.2.4 to 0.2.5. - [Release notes](https://github.com/rvben/rumdl/releases) - [Changelog](https://github.com/rvben/rumdl/blob/main/CHANGELOG.md) - [Commits](https://github.com/rvben/rumdl/compare/v0.2.4...v0.2.5)  --- updated-dependencies: - dependency-name: rumdl   dependency-version: 0.2.5   dependency-type: direct:development   update-type: version-update:semver-patch ...  Signed-off-by: dependabot[bot] <support@github.com>
16231,build(deps): bump holidays from 0.95 to 0.98 in /dev-tools,https://github.com/apache/lucene/pull/16231,MERGED,1,1,1,1,1,2,58,17007,0,0,559,559.0,559,0,build(deps): bump holidays from 0.95 to 0.98 in /dev-tools  Bumps [holidays](https://github.com/vacanza/holidays) from 0.95 to 0.98. - [Release notes](https://github.com/vacanza/holidays/releases) - [Changelog](https://github.com/vacanza/holidays/blob/dev/CHANGES.md) - [Commits](https://github.com/vacanza/holidays/compare/v0.95...v0.98)  --- updated-dependencies: - dependency-name: holidays   dependency-version: '0.98'   dependency-type: direct:production   update-type: version-update:semver-minor ...  Signed-off-by: dependabot[bot] <support@github.com>
16230,deps(java): bump com.github.luben:zstd-jni from 1.5.7-8 to 1.5.7-10,https://github.com/apache/lucene/pull/16230,MERGED,1,2,1,1,1,2,67,1773,0,0,535,267.5,458,0,deps(java): bump com.github.luben:zstd-jni from 1.5.7-8 to 1.5.7-10  Bumps [com.github.luben:zstd-jni](https://github.com/luben/zstd-jni) from 1.5.7-8 to 1.5.7-10. - [Commits](https://github.com/luben/zstd-jni/commits)  --- updated-dependencies: - dependency-name: com.github.luben:zstd-jni   dependency-version: 1.5.7-10   dependency-type: direct:production   update-type: version-update:semver-patch ...  Signed-off-by: dependabot[bot] <support@github.com> || Merge branch 'main' into dependabot/gradle/com.github.luben-zstd-jni-1.5.7-10
16229,BooleanWeight.explain prints failing optional clauses (when required),https://github.com/apache/lucene/pull/16229,MERGED,1,5,4,49,2,51,69,440,3,4,529,105.8,297,3,"BooleanWeight.explain prints failing optional clauses  When a BooleanQuery fails to match because shouldMatchCount < minShouldMatch, or is a pure disjunction where nothing matched, the explanation now includes 'no match on optional clause (…)' sub-explanations for each non-matching SHOULD clause. || Add testExplainFailingOptionalClauses || Merge branch 'apache:main' into printFailedShouldEXPLAIN || Move test to BaseExplanationTestCase and change terms to match the docs there || Add shouldMatchCount to the minShouldMatch noMatch explanation"
16228,Reuse scratch int[] for ordinal translation,https://github.com/apache/lucene/pull/16228,MERGED,1,10,5,51,10,61,43,262,1,0,516,51.6,303,0,"Changes || Change || Change || Clean-up || Change || Changes || Reuse scratch int[] for ordinal translation  Adds a lazily-allocated 1024-element int[] (4 KB) to SharedIndexingScratch. SortedDocValuesWriter and SortedSetDocValuesWriter use it in place of per-call allocations for ordinal-to-hash translation, falling back to ad-hoc allocation for dictionaries > 1024. || Merge remote-tracking branch 'upstream/main' into use_scratch_for_dictionary_arrays || Changes || Merge remote-tracking branch 'upstream/main' into use_scratch_for_dictionary_arrays"
16227,Add dense indexing path for BinaryColumn,https://github.com/apache/lucene/pull/16227,MERGED,1,7,9,583,31,614,40,694,1,2,46,6.571428571428571,8,0,Changes || Change || Change || Clean-up || Change || Changes || Change
16226,Fix flaky TestIndexWriter.testThreadInterruptDeadlock,https://github.com/apache/lucene/pull/16226,MERGED,1,1,2,8,6,14,53,235,2,0,53,53.0,53,3,Fix flaky TestIndexWriter.testThreadInterruptDeadlock
16225,Add DictionaryColumn to column package-info Javadoc,https://github.com/apache/lucene/pull/16225,MERGED,1,1,1,4,0,4,51,79,0,0,132,132.0,132,0,Add DictionaryColumn to column package-info Javadoc  DictionaryColumn was missing from the column subtype list in package-info.java.
16224,Add TokenStreamColumn for columnar batch indexing,https://github.com/apache/lucene/pull/16224,MERGED,1,4,8,439,2,441,49,439,1,0,139,34.75,63,0,Change || Merge remote-tracking branch 'upstream/main' into token_streams || Changes || Merge remote-tracking branch 'upstream/main' into token_streams
